id,timestamp,user_id,username,action,entity_type,entity_id,details
AUD-xv1pmP7eT6g,2026-07-08T01:57:23.812Z,USR-ADM-CIJZ1G,ADM,INITIALIZE,system,application,"{""seller_count"":20}"
